,compound_name,cas_number,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id
721,Fluspirilene,1841-19-6,Caenorhabditis elegans,N2,100 µM,4.3,,,NS,33008901
2108,Fluprednisolone,53-34-9,Drosophila melanogaster,Canton S,0.047 mg/100 mL of medium,15.0,14.0,Male,NS,4397875
2109,Fluprednisolone,53-34-9,Drosophila melanogaster,Canton S,0.75 mg/100 mL of medium,23.0,9.0,Female,S,4397875
2110,Fluprednisolone,53-34-9,Drosophila melanogaster,Canton S,0.047 mg/100 mL of medium,3.0,-1.0,Female,NS,4397875
2107,Fluprednisolone,53-34-9,Drosophila melanogaster,Canton S,0.75 mg/100 mL of medium,16.0,8.0,Male,NS,4397875
719,Fluoranthene,206-44-0,Caenorhabditis elegans,N2,5 μg/mL,-52.82,,,S,22132200
718,Flunarizine hydrochloride II,,Caenorhabditis elegans,N2,100 µM,4.13,,,NS,33008901
717,Flunarizine hydrochloride II,,Caenorhabditis elegans,N2,10 µM,8.38,,,S,33008901
715,Flunarizine hydrochloride,,Caenorhabditis elegans,N2,10 µM,0.63,,,NS,33008901
716,Flunarizine hydrochloride,,Caenorhabditis elegans,N2,100 µM,6.56,,,NS,33008901
2106,Flunarizine,52468-60-7,Drosophila melanogaster,Canton-S,200 μM,-7.26,,Male,NS,33008901
713,Floxuridine,50-91-9,Caenorhabditis elegans,N2,6000 μM,-2.66,,HERMAPHRODITE,NS,153363
714,Floxuridine,50-91-9,Caenorhabditis elegans,N2,50000 μM,-18.66,,HERMAPHRODITE,S,153363
711,Floxuridine,50-91-9,Caenorhabditis elegans,N2,400 μM,38.86,,HERMAPHRODITE,S,153363
712,Floxuridine,50-91-9,Caenorhabditis elegans,N2,400 μM,6.66,,HERMAPHRODITE,S,153363
708,Fish oil,,Caenorhabditis elegans,N2,2 mg/plate,-12.8,,,S,23526170
710,Fish oil,,Caenorhabditis elegans,N2,1 mg/plate,9.6,,,S,23526170
709,Fish oil,,Caenorhabditis elegans,N2,0.5 mg/plate,8.9,,,NS,23526170
2850,Fisetin,528-48-3,Mus musculus,,500 mg/kg,,,female,S,30279143
3133,Fisetin,528-48-3,Saccharomyces cerevisiae,PSY316AT MATα,10 µM,55.0,,,S,12939617
2105,Fisetin,528-48-3,Drosophila melanogaster,Canton S,100 µm,23.0,,,S,15254550
707,Ferulsinaic acid,,Caenorhabditis elegans,N2,100 µM,20.0,,,S,21749391
703,Ferulic Acid,537-98-4,Caenorhabditis elegans,N2,100 μM,4.75,,,S,33924155
705,Ferulic Acid,537-98-4,Caenorhabditis elegans,N2,700 μM,6.06,,,S,33924155
704,Ferulic Acid,537-98-4,Caenorhabditis elegans,N2,300 μM,-3.58,,,NS,33924155
706,Ferulic Acid,537-98-4,Caenorhabditis elegans,N2,900 μM,4.46,,,S,33924155
3004,Ferrous chloride,7758-94-3,Musca domestica,,2 mM,-53.91,,MALE,S,3835414
700,Ferric ammonium citrate,1185-57-5,Caenorhabditis elegans,N2,10 mM,-2.13,,,NS,22445852
701,Ferric ammonium citrate,1185-57-5,Caenorhabditis elegans,N2,25 mM,-23.16,,,S,22445852
702,Ferric ammonium citrate,1185-57-5,Caenorhabditis elegans,N2,9 mM,0.53,,,NS,22445852
699,Fenofibrate,49562-28-9,Caenorhabditis elegans,N2,10 µM,19.0,,,S,23603800
698,Felbinac,5728-52-9,Caenorhabditis elegans,N2,50 µM,10.49,,,S,30970250
695,FW1256,,Caenorhabditis elegans,N2,150 µM,16.94,,,S,32566245
697,FW1256,,Caenorhabditis elegans,N2,500 µM,33.8,,,S,32566245
694,FW1256,,Caenorhabditis elegans,N2,10 µM,0.55,,,NS,32566245
696,FW1256,,Caenorhabditis elegans,N2,250 µM,41.01,,,S,32566245
692,FW1251,,Caenorhabditis elegans,N2,50 µM,11.17,,,S,32566245
693,FW1251,,Caenorhabditis elegans,N2,250 µM,8.94,,,S,32566245
690,FCCP,370-86-5,Caenorhabditis elegans,N2,50 µM,27.8,21.4,,S,18221415
691,FCCP,370-86-5,Caenorhabditis elegans,N2,50 µM,17.3,21.6,,S,20346071
2104,Everolimus,159351-69-6,Drosophila melanogaster,Oregon R,3 mM,16.6,,,S,22363408
689,Ethoxzolamide | Ethamide,452-35-7,Caenorhabditis elegans,N2,100 µM,-2.16,,,NS,33008901
688,Ethoxzolamide | Ethamide,452-35-7,Caenorhabditis elegans,N2,10 µM,-3.09,,,NS,33008901
2103,Ethoxzolamide,452-35-7,Drosophila melanogaster,Canton-S,200 μM,7.19,,Male,NS,33008901
2849,Ethoxyquin,91-53-2,Mus musculus,C3H,0.5% w/w,19.9,25.62,FEMALE,S,4927196
2848,Ethoxyquin,91-53-2,Mus musculus,C3H,0.5% w/w,18.1,23.34,MALE,S,4927196
687,Ethotoin,86-35-1,Caenorhabditis elegans,N2,10 µM,-0.87,,,NS,33008901
2101,Ethotoin,86-35-1,Drosophila melanogaster,Canton-S,20 μM,-0.1,,Female,NS,33008901
2102,Ethotoin,86-35-1,Drosophila melanogaster,Canton-S,200 μM,2.15,,Male,NS,33008901
685,Ethosuximide,77-67-8,Caenorhabditis elegans,N2,2 mg/ml,13.0,24.0,,S,15653505
684,Ethosuximide,77-67-8,Caenorhabditis elegans,N2,4 mg/ml,17.0,22.0,,S,15653505
683,Ethosuximide,77-67-8,Caenorhabditis elegans,N2,4 mg/ml,14.0,-2.0,,S,15653505
682,Ethosuximide,77-67-8,Caenorhabditis elegans,N2,4 mg/ml,35.0,37.0,,S,15653505
686,Ethosuximide,77-67-8,Caenorhabditis elegans,N2,4 mg/mL,21.11,,,S,18949032
681,Ethopropazine Hydrochloride,42957-54-0,Caenorhabditis elegans,N2,100 µM,-3.6,,,S,33008901
2100,Ethopropazine,522-00-9,Drosophila melanogaster,Canton-S,200 μM,-2.29,,Male,NS,33008901
680,Ethidium bromide,1239-45-8,Caenorhabditis elegans,N2,5 µg/ml,30.1,,,S,23698443
2759,Ethanol,64-17-5,Drosophila mojavensis,A300,2%,50.66,,MALE,O,13369
2727,Ethanol,64-17-5,Drosophila mojavensis,A376,2%,75.73,,MALE,O,13369
2760,Ethanol,64-17-5,Drosophila mojavensis,A300,4%,81.29,,MALE,O,13369
2726,Ethanol,64-17-5,Drosophila mojavensis,A376,4%,31.53,,FEMALE,O,13369
2710,Ethanol,64-17-5,Drosophila mojavensis,A350,2%,59.55,,MALE,O,13369
2715,Ethanol,64-17-5,Drosophila mojavensis,A420,2%,69.19,,MALE,O,13369
2729,Ethanol,64-17-5,Drosophila mojavensis,A429,2%,2.51,,FEMALE,O,13369
2728,Ethanol,64-17-5,Drosophila mojavensis,A376,4%,36.14,,MALE,O,13369
2709,Ethanol,64-17-5,Drosophila mojavensis,A350,2%,57.65,,FEMALE,O,13369
2711,Ethanol,64-17-5,Drosophila mojavensis,A350,4%,28.42,,FEMALE,O,13369
2712,Ethanol,64-17-5,Drosophila mojavensis,A350,4%,21.75,,MALE,O,13369
2713,Ethanol,64-17-5,Drosophila mojavensis,A420,2%,89.09,,FEMALE,O,13369
2714,Ethanol,64-17-5,Drosophila mojavensis,A420,4%,88.55,,FEMALE,O,13369
2716,Ethanol,64-17-5,Drosophila mojavensis,A420,4%,95.7,,MALE,O,13369
2731,Ethanol,64-17-5,Drosophila mojavensis,A429,2%,100.38,,MALE,O,13369
2717,Ethanol,64-17-5,Drosophila mojavensis,A428,2%,21.72,,FEMALE,O,13369
2718,Ethanol,64-17-5,Drosophila mojavensis,A428,4%,-3.89,,FEMALE,O,13369
2719,Ethanol,64-17-5,Drosophila mojavensis,A428,2%,66.66,,MALE,O,13369
2720,Ethanol,64-17-5,Drosophila mojavensis,A428,4%,48.71,,MALE,O,13369
2721,Ethanol,64-17-5,Drosophila mojavensis,A422,2%,37.7,,FEMALE,O,13369
2733,Ethanol,64-17-5,Drosophila mojavensis,A374,2%,58.11,,FEMALE,O,13369
2723,Ethanol,64-17-5,Drosophila mojavensis,A422,2%,69.04,,MALE,O,13369
2730,Ethanol,64-17-5,Drosophila mojavensis,A429,4%,-1.96,,FEMALE,O,13369
2758,Ethanol,64-17-5,Drosophila mojavensis,A300,4%,71.03,,FEMALE,O,13369
2725,Ethanol,64-17-5,Drosophila mojavensis,A376,2%,101.79,,FEMALE,O,13369
2748,Ethanol,64-17-5,Drosophila mojavensis,A514,4%,70.77,,MALE,O,13369
2734,Ethanol,64-17-5,Drosophila mojavensis,A374,4%,19.75,,FEMALE,O,13369
2735,Ethanol,64-17-5,Drosophila mojavensis,A374,2%,67.08,,MALE,O,13369
2736,Ethanol,64-17-5,Drosophila mojavensis,A374,4%,29.7,,MALE,O,13369
2737,Ethanol,64-17-5,Drosophila mojavensis,A572,2%,103.88,,FEMALE,O,13369
2738,Ethanol,64-17-5,Drosophila mojavensis,A572,4%,74.94,,FEMALE,O,13369
2746,Ethanol,64-17-5,Drosophila mojavensis,A514,4%,124.24,,FEMALE,O,13369
2747,Ethanol,64-17-5,Drosophila mojavensis,A514,2%,92.26,,MALE,O,13369
2749,Ethanol,64-17-5,Drosophila mojavensis,A361,2%,145.62,,FEMALE,O,13369
2757,Ethanol,64-17-5,Drosophila mojavensis,A300,2%,123.26,,FEMALE,O,13369
2750,Ethanol,64-17-5,Drosophila mojavensis,A361,4%,119.56,,FEMALE,O,13369
2751,Ethanol,64-17-5,Drosophila mojavensis,A361,2%,62.6,,MALE,O,13369
2752,Ethanol,64-17-5,Drosophila mojavensis,A361,4%,37.39,,MALE,O,13369
2753,Ethanol,64-17-5,Drosophila mojavensis,A512d,2%,80.71,,FEMALE,O,13369
2754,Ethanol,64-17-5,Drosophila mojavensis,A512d,4%,57.39,,FEMALE,O,13369
2755,Ethanol,64-17-5,Drosophila mojavensis,A512d,2%,83.67,,MALE,O,13369
2756,Ethanol,64-17-5,Drosophila mojavensis,A512d,4%,20.88,,MALE,O,13369
2724,Ethanol,64-17-5,Drosophila mojavensis,A422,4%,23.15,,MALE,O,13369
2722,Ethanol,64-17-5,Drosophila mojavensis,A422,4%,47.75,,FEMALE,O,13369
2732,Ethanol,64-17-5,Drosophila mojavensis,A429,4%,66.34,,MALE,O,13369
2745,Ethanol,64-17-5,Drosophila mojavensis,A514,2%,94.33,,FEMALE,O,13369
2744,Ethanol,64-17-5,Drosophila mojavensis,A316b,4%,42.69,,MALE,O,13369
2740,Ethanol,64-17-5,Drosophila mojavensis,A572,4%,55.38,,MALE,O,13369
2741,Ethanol,64-17-5,Drosophila mojavensis,A316b,2%,105.71,,FEMALE,O,13369
2742,Ethanol,64-17-5,Drosophila mojavensis,A316b,4%,52.04,,FEMALE,O,13369
2743,Ethanol,64-17-5,Drosophila mojavensis,A316b,2%,70.77,,MALE,O,13369
2739,Ethanol,64-17-5,Drosophila mojavensis,A572,2%,52.76,,MALE,O,13369
679,Estradiol valerate,979-32-8,Caenorhabditis elegans,N2,20 µM,18.5,,,S,33723245
2099,Eserine hemisulfate salt,64-47-1,Drosophila melanogaster,Canton-S,200 μM,4.08,,Male,NS,33008901
677,Eserine hemisulfate salt,64-47-1,Caenorhabditis elegans,N2,100 µM,1.02,,,NS,33008901
678,Eserine hemisulfate salt,64-47-1,Caenorhabditis elegans,N2,10 µM,3.4,,,NS,33008901
2098,Eserine,57-47-6,Drosophila melanogaster,Canton-S,200 μM,-1.39,,Male,NS,33008901
676,Eserine,57-47-6,Caenorhabditis elegans,N2,10 µM,-2.57,,,NS,33008901
675,Eserine,57-47-6,Caenorhabditis elegans,N2,100 µM,4.2,,,NS,33008901
97,Erythromycin,114-07-8,Brachionus manjavacas,Russian,1 µM,37.0,33.0,,S,29340835
2097,Erythorbic acid,89-65-6,Drosophila melanogaster,Oregon,58.3 mg/mL,14.22,,MALE,S,16591414
2096,Erythorbic acid,89-65-6,Drosophila melanogaster,Oregon,58.3 mg/mL,3.94,,FEMALE,S,16591414
2095,Erythorbic acid,89-65-6,Drosophila melanogaster,Oregon,58.3 mg/mL,17.28,,FEMALE,S,16591414
2094,Erythorbic acid,89-65-6,Drosophila melanogaster,Oregon,58.3 mg/mL,9.44,,MALE,S,16591414
2093,Erythorbic acid,89-65-6,Drosophila melanogaster,Oregon,58.3 mg/mL,-5.46,,FEMALE,NS,16591414
2092,Erythorbic acid,89-65-6,Drosophila melanogaster,Oregon,58.3 mg/mL,-14.96,,MALE,S,16591414
2091,Erythorbic acid,89-65-6,Drosophila melanogaster,Oregon,58.3 mg/mL,-67.84,,FEMALE,S,16591414
2090,Erythorbic acid,89-65-6,Drosophila melanogaster,Oregon,58.3 mg/mL,-71.57,,MALE,S,16591414
674,Erchen wan,,Caenorhabditis elegans,N2,1.5 g/L,21.8,,,NS,24952637
2089,Erbstatin analog,63177-57-1,Drosophila melanogaster,Oregon R,5 mM,18.0,,,S,22363408
2087,Epoxy Pregnenolone,,Drosophila melanogaster,Canton-S,200 μM,4.74,,Male,NS,33008901
2088,Epoxy Pregnenolone,,Drosophila melanogaster,Canton-S,20 μM,6.4,,Female,NS,33008901
3070,Epithalamin,64082-79-7,Rattus norvegicus,,,25.0,,,S,9701766
2086,Epithalamin,64082-79-7,Drosophila melanogaster,,,16.0,,,S,9701766
2847,Epithalamin,64082-79-7,Mus musculus,C3H/Sn,,31.0,,FEMALE,S,9701766
2083,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,1*10^-8 %,13.4,,Female,S,11087911
2085,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,1*10^-9 %,16.6,,Male,S,11087911
2084,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,1*10^-8 %,12.0,,Male,S,11087911
2082,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,1*10^-6 %,12.8,,Male,S,11087911
2081,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,1*10^-7 %,11.8,,Female,S,11087911
2080,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,5*10^-6 %,11.3,,Male,S,11087911
2079,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,1*10^-7 %,10.8,,Male,S,11087911
2078,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,1*10^-6 %,3.2,,Female,NS,11087911
2077,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,1*10^-9 %,7.1,,Female,NS,11087911
2076,Epitalon,64082-79-7,Drosophila melanogaster,Canton S,5*10^-6 %,3.2,,Female,NS,11087911
666,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,,12.2,,,S,19085685
670,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,300 µM,7.11,4.0,,S,28992589
669,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,200 µM,16.6,3.14,,S,28992589
668,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,100 µM,13.44,-2.29,,S,28992589
665,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,25 µM,4.8,4.8,,NS,17156833
667,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,100 µM,20.0,13.0,,NS,20513639
3069,Epigallocatechin-3-gallate,989-51-5,Rattus norvegicus,Wistar,25 mg per kg per day ,13.0,,,S,23834676
671,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,800 µM,-7.9,-10.85,,S,28992589
673,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,100 µM,12.85,,,S,31432005
13,Epigallocatechin-3-gallate,989-51-5,Aedes aegypti,Liverpool,100 µM,40.0,3.35,FEMALE,S,27732590
12,Epigallocatechin-3-gallate,989-51-5,Aedes aegypti,Liverpool,100 µM,64.79,-2.04,MALE,S,27732590
2075,Epigallocatechin-3-gallate,989-51-5,Drosophila melanogaster,,10 mg/ml,15.7,,,S,26375250
672,Epigallocatechin-3-gallate,989-51-5,Caenorhabditis elegans,N2,1 mM,-16.6,-13.14,,S,28992589
663,Epigallocatechin-3-Monogallate,989-51-5,Caenorhabditis elegans,N2,10 µM,1.42,,,NS,33008901
664,Epigallocatechin-3-Monogallate,989-51-5,Caenorhabditis elegans,N2,100 µM,-1.7,,,NS,33008901
2071,Epicatechin,490-46-0,Drosophila melanogaster,Canton S,0.5 µM,6.95,3.08,,S,28066251
662,Epicatechin,490-46-0,Caenorhabditis elegans,N2,100 µM,15.0,11.0,,NS,20513639
2074,Epicatechin,490-46-0,Drosophila melanogaster,Canton-S,1 µM,16.0,,,S,28066251
2073,Epicatechin,490-46-0,Drosophila melanogaster,Canton S,1 µM,7.5,,,S,28066251
2072,Epicatechin,490-46-0,Drosophila melanogaster,Canton S,1 µM,-11.44,-2.21,,S,28066251
2069,Epicatechin,490-46-0,Drosophila melanogaster,Canton S,1 µM,-3.78,-4.48,,S,28066251
2070,Epicatechin,490-46-0,Drosophila melanogaster,Canton S,0.3µM,-9.08,-10.0,Male,S,28066251
2068,Epicatechin,490-46-0,Drosophila melanogaster,Canton S,0.5 µM,0.0,2.24,,NS,28066251
2067,Epicatechin,490-46-0,Drosophila melanogaster,Canton S,0.3µM,-6.49,-5.22,Female,S,28066251
2066,Epicatechin,490-46-0,Drosophila melanogaster,Canton S,0.1 mM/l,42.0,,,S,21525262
2065,Epicatechin,490-46-0,Drosophila melanogaster,Oregon R,1 mg/ml,7.4,,Male,NS,8326745
2064,Epicatechin,490-46-0,Drosophila melanogaster,Oregon R,0.1 mg/ml,3.7,,Male,NS,8326745
2063,Epicatechin,490-46-0,Drosophila melanogaster,Oregon R,0.01 mg/ml,1.8,,Male,NS,8326745
661,Enoxacin,74011-58-8,Caenorhabditis elegans,N2,100 µg/mL,18.0,,,S,29986212
3068,Enalapril,75847-73-3,Rattus norvegicus,Wistar,10 mg/kg/day,21.36,,Male,S,17557916
660,Emodin,518-82-1,Caenorhabditis elegans,N2,150 µM,19.74,,,S,29069955
659,Emodin,518-82-1,Caenorhabditis elegans,N2,50 µM,9.68,,,S,29069955
2062,Emblica officinalis,90028-28-7,Drosophila melanogaster,,30 ml,5.9,,,S,24967413
2061,Emblica officinalis,90028-28-7,Drosophila melanogaster,,20 ml,5.9,,,S,24967413
654,Ellagic acid,476-66-4,Caenorhabditis elegans,N2,50 µM,8.99,,,S,21805983
655,Ellagic acid,476-66-4,Caenorhabditis elegans,N2,100 µM,0.93,,,NS,21805983
2058,Ellagic acid,476-66-4,Drosophila melanogaster,Canton-S,200 µM,26.22,23.8,,S,31786733
658,Ellagic acid,476-66-4,Caenorhabditis elegans,N2,50 µM,-4.3,,,NS,27400265
657,Ellagic acid,476-66-4,Caenorhabditis elegans,N2,300 µM,-5.14,,,S,21805983
656,Ellagic acid,476-66-4,Caenorhabditis elegans,N2,200 µM,0.57,,,NS,21805983
2057,Ellagic acid,476-66-4,Drosophila melanogaster,Canton-S,100 µM,-3.67,0.0,,NS,31786733
653,Ellagic acid,476-66-4,Caenorhabditis elegans,N2,25 µM,3.63,,,NS,21805983
2059,Ellagic acid,476-66-4,Drosophila melanogaster,Canton-S,100 µM,15.43,16.6,,S,31786733
2060,Ellagic acid,476-66-4,Drosophila melanogaster,Canton-S,200 µM,24.96,27.7,,S,31786733
652,Eliprodil,119431-25-3,Caenorhabditis elegans,,88 µM,16.0,,,S,24134630
651,Eleutherococcus senticosus root extract,,Caenorhabditis elegans,N2,250 µg/ml,16.0,,,S,18536978
646,Electrolyzed reduced water,,Caenorhabditis elegans,N2,,15.5,,,S,21737933
645,Electrolyzed reduced water,,Caenorhabditis elegans,N2,,12.1,,,S,21737933
647,Electrolyzed reduced water,,Caenorhabditis elegans,N2,,32.3,,,S,21737933
650,Electrolyzed reduced water,,Caenorhabditis elegans,N2,,17.5,10.7,,S,23959012
649,Electrolyzed reduced water,,Caenorhabditis elegans,N2,,17.3,13.8,,S,23959012
648,Electrolyzed reduced water,,Caenorhabditis elegans,N2,,37.4,,,S,21737933
644,Electrolyzed reduced water,,Caenorhabditis elegans,N2,,41.0,0.0,,S,20944427
643,Eicosapentaenoic acid,10417-94-4,Caenorhabditis elegans,N2,40 μM,-20.37,,,S,21386131
84,Edetic acid,60-00-4,Asplanchna brightwelli,4B61,0.25%,-14.97,14.28,,NS,7428860
3038,Edetate disodium,139-33-3,Philodina acuticornis,Milne,17 mM,-2.23,,,NS,5166382
642,Edetate Calcium Disodium,23411-34-9,Caenorhabditis elegans,N2,,21.4,,,S,25554795
3014,Edetate Calcium Disodium,23411-34-9,Mytilina brevispina,,0.25% on alternate days,49.4,,,O,804507
639,Echinacoside,82854-37-3,Caenorhabditis elegans,N2,300 µM,15.82,,,S,26027643
641,Echinacoside,82854-37-3,Caenorhabditis elegans,N2,200 µM,13.64,,,S,29340230
640,Echinacoside,82854-37-3,Caenorhabditis elegans,N2,600 µM,9.47,,,S,26027643
638,Echinacoside,82854-37-3,Caenorhabditis elegans,N2,150 µM,7.6,,,S,26027643
2846,Echinacea purpurea root,,Mus musculus,BALB/cByJ,2 mg/day,,28.0,Male,O,16041619
633,East Indian sandalwood oil,,Caenorhabditis elegans,N2,6 µ/mL,8.59,8.69,,S,30319772
637,East Indian sandalwood oil,,Caenorhabditis elegans,N2,24 µ/mL,31.32,30.43,,S,30319772
636,East Indian sandalwood oil,,Caenorhabditis elegans,N2,48 µ/mL,4.22,4.34,,NS,30319772
635,East Indian sandalwood oil,,Caenorhabditis elegans,N2,24 µ/mL,26.36,34.78,,S,30319772
634,East Indian sandalwood oil,,Caenorhabditis elegans,N2,12 µ/mL,17.1,21.73,,S,30319772
632,East Indian sandalwood oil,,Caenorhabditis elegans,N2,3 µ/mL,0.94,4.34,,NS,30319772
616,EUK-8,53177-12-1,Caenorhabditis elegans,N2,5 mM,29.0,,,S,10968795
629,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.05 mM,-5.7,,,NS,12521609
614,EUK-8,53177-12-1,Caenorhabditis elegans,N2,10 mM,29.0,,,S,10968795
615,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.05 mM,33.0,,,S,10968795
631,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.05 mM,3.0,,,NS,12521609
630,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.05 mM,-0.9,,,NS,12521609
617,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.5 mM,38.0,,,S,10968795
618,EUK-8,53177-12-1,Caenorhabditis elegans,N2,5 mM,33.0,,,S,10968795
619,EUK-8,53177-12-1,Caenorhabditis elegans,N2,5 mM,-83.9,,,S,12521609
620,EUK-8,53177-12-1,Caenorhabditis elegans,N2,5 mM,-83.7,,,S,12521609
621,EUK-8,53177-12-1,Caenorhabditis elegans,N2,5 mM,-81.0,,,S,12521609
622,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.5 mM,-26.5,,,S,12521609
623,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.5 mM,-33.1,,Male,S,12521609
624,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.5 mM,-26.6,,,S,12521609
625,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.5 mM,-21.1,,,S,12521609
626,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.05 mM,-12.9,,Male,S,12521609
627,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.5 mM,-10.7,,,S,12521609
628,EUK-8,53177-12-1,Caenorhabditis elegans,N2,0.05 mM,-6.1,,,S,12521609
608,EUK-134,81065-76-1,Caenorhabditis elegans,N2,0.5 mM,38.0,,,S,10968795
611,EUK-134,81065-76-1,Caenorhabditis elegans,N2,0.05 mM,38.0,,,S,10968795
610,EUK-134,81065-76-1,Caenorhabditis elegans,N2,5 mM,42.0,,,S,10968795
609,EUK-134,81065-76-1,Caenorhabditis elegans,N2,5 mM,52.0,,,S,10968795
607,EUK-134,81065-76-1,Caenorhabditis elegans,N2,0.05 mM,29.0,,,S,10968795
36,EUK-134,81065-76-1,Aeolosoma viride,,3.1 µM,48.8,,,S,25190068
37,EUK-134,81065-76-1,Aeolosoma viride,,12.5 µM,20.2,,,S,25190068
38,EUK-134,81065-76-1,Aeolosoma viride,,1.6 µM,26.4,,,S,25190068
613,EUK-134,81065-76-1,Caenorhabditis elegans,N2,0.5 mM,54.0,,,S,10968795
612,EUK-134,81065-76-1,Caenorhabditis elegans,N2,10 mM,52.0,,,S,10968795
3013,EGTA,67-42-5,Mytilina brevispina,,0.25% on alternate days,75.9,,,O,804507
83,EGTA,67-42-5,Asplanchna brightwelli,4B61,0.25%,-24.0,-14.28,,S,7428860
2056,Doxylamine succinate,562-10-7,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,4.0,5.0,Female,NS,4397875
2055,Doxylamine succinate,562-10-7,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,22.0,10.0,Female,NS,4397875
2053,Doxylamine succinate,562-10-7,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,4.0,1.0,Male,NS,4397875
2054,Doxylamine succinate,562-10-7,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,14.0,9.0,Male,NS,4397875
606,Doxycycline hydrochloride,10592-13-9,Caenorhabditis elegans,,33 µM,18.0,,,S,24134630
603,Doxycycline,564-25-0,Caenorhabditis elegans,SJ4101,60 µg/ml,23.7,,,S,23698443
602,Doxycycline,564-25-0,Caenorhabditis elegans,SJ4101,6 µg/ml,12.1,,,S,23698443
601,Doxycycline,564-25-0,Caenorhabditis elegans,N2,30 µg/ml,36.48,,,S,23698443
604,Doxycycline,564-25-0,Caenorhabditis elegans,SJ4101,30 µg/ml,25.4,,,S,23698443
605,Doxycycline,564-25-0,Caenorhabditis elegans,N2,6 µg/ml,17.6,,,S,23698443
2052,Doxazosin mesylate,77883-43-3,Drosophila melanogaster,Canton-S,200 μM,-3.7,,Male,S,33008901
2051,Doxazosin mesylate,77883-43-3,Drosophila melanogaster,Canton-S,20 μM,-3.12,,Female,NS,33008901
600,Doxazosin mesylate,77883-43-3,Caenorhabditis elegans,N2,100 µM,2.96,,,NS,33008901
599,Doxazosin mesylate,77883-43-3,Caenorhabditis elegans,N2,10 µM,6.96,,,S,33008901
598,Doxazosin mesylate,77883-43-3,Caenorhabditis elegans,,33 µM,15.0,,,S,24134630
596,Dofetilide,115256-11-6,Caenorhabditis elegans,N2,10 µM,-0.72,,,NS,33008901
597,Dofetilide,115256-11-6,Caenorhabditis elegans,N2,100 µM,4.73,,,S,33008901
2049,Dofetilide,115256-11-6,Drosophila melanogaster,Canton-S,20 μM,-2.25,,Female,NS,33008901
2050,Dofetilide,115256-11-6,Drosophila melanogaster,Canton-S,200 μM,3.98,,Male,NS,33008901
3066,Disulfiram,97-77-8,Rattus norvegicus,Wistar,1 in 1000,-21.18,,MALE,S,5469789
3067,Disulfiram,97-77-8,Rattus norvegicus,Wistar,1 in 2000,-5.08,,MALE,NS,5469789
595,Diphyenyleneiodonium chloride,,Caenorhabditis elegans,N2,100 µM,-50.11,,,NS,33008901
594,Diphyenyleneiodonium chloride,,Caenorhabditis elegans,N2,10 µM,-53.34,,,S,33008901
2048,Diphenhydramine HCl,147-24-0,Drosophila melanogaster,Canton S,25 mg/100 mL of medium,16.0,6.0,Male,NS,4397875
2047,Diphenhydramine HCl,147-24-0,Drosophila melanogaster,Canton S,100 mg/100 mL of medium,14.0,9.0,Male,NS,4397875
593,Diosgenin,512-04-9,Caenorhabditis elegans,N2,50 µg/mL,20.8,,,S,28954389
2845,Dimethylaminoethyl p-chlorophenoxyacetate,51-68-3,Mus musculus,C57BL/6J,702 µg/mL,5.9,-9.6,FEMALE,NS,4788962
3065,Dimethylaminoethyl p-chlorophenoxyacetate,51-68-3,Rattus norvegicus,Swiss,0.3g/L,27.3,39.7,MALE,S,4147092
2043,Dimethyl sulfoxide,67-68-5,Drosophila melanogaster,Oregon-R,0.50%,-6.36,,MALE,S,3921599
